Time,LANK-X,LANK-Y,LANK-Z,RANK-X,RANK-Y,RANK-Z,PELVISA-X,PELVISA-Y,PELVISA-Z,LHANDA-X,LHANDA-Y,LHANDA-Z,RHANDA-X,RHANDA-Y,RHANDA-Z,RFOOTA-X,RFOOTA-Y,RFOOTA-Z,LFOOTA-X,LFOOTA-Y,LFOOTA-Z,LFOREARMA-X,LFOREARMA-Y,LFOREARMA-Z,RFOREARMA-X,RFOREARMA-Y,RFOREARMA-Z,CentreOfMass-X,CentreOfMass-Y,CentreOfMass-Z,RHipAngles-X,RHipAngles-Y,RHipAngles-Z,LHipAngles-X,LHipAngles-Y,LHipAngles-Z,RSpineAngles-X,RSpineAngles-Y,RSpineAngles-Z,LSpineAngles-X,LSpineAngles-Y,LSpineAngles-Z,LForeFootAngles-X,LForeFootAngles-Y,LForeFootAngles-Z,RForeFootAngles-X,RForeFootAngles-Y,RForeFootAngles-Z,LKneeForce-X,LKneeForce-Y,LKneeForce-Z,RKneeForce-X,RKneeForce-Y,RKneeForce-Z,LKneeMoment-X,LKneeMoment-Y,LKneeMoment-Z,RKneeMoment-X,RKneeMoment-Y,RKneeMoment-Z
9.145,183.95350000000002,-2456.6490000000003,197.38299999999998,331.54449999999997,-1647.8835,126.1665,238.603,-1799.9679999999998,897.8544999999999,-78.8075,-1507.853,1184.443,684.389,-2113.305,920.0285,320.3175,-1664.357,349.5765,181.81900000000002,-2280.8050000000003,333.478,-187.6295,-1611.8295,912.367,559.1905,-2459.159,951.5464999999999,253.0805,-1956.99,1057.555,35.969,-1.5855000000000001,-15.506,-16.2015,-3.058,-14.8455,2.568,2.54,11.774000000000001,2.568,-2.54,-11.774000000000001,-42.3535,1.399,0.611,-45.863,11.295,6.1255,0.28400000000000003,-0.056499999999999995,1.085,-0.37,-0.193,0.944,-15.91,-26.8435,-0.301,-178.9665,41.1965,14.1155
9.165,179.18900000000002,-2435.7285,212.4835,329.4045,-1632.4105,120.735,240.8055,-1756.5075000000002,895.481,-74.3065,-1473.2075,1185.225,688.8575000000001,-2073.953,913.7505000000001,319.9755,-1628.6945,343.3035,171.1475,-2243.3585000000003,321.2185,-182.752,-1573.413,911.8865,559.443,-2417.768,946.3634999999999,252.9805,-1917.415,1054.76,35.522000000000006,-0.4655,-15.6875,-16.0825,-4.1825,-15.8805,2.5105,4.3195,10.689,2.5105,-4.3195,-10.689,-44.0025,3.066,0.8005,-46.588,12.4525,4.0445,0.305,-0.1125,1.22,-0.297,-0.1995,0.9704999999999999,-1.1455000000000002,-48.516,-0.192,-103.58250000000001,32.0995,11.3425
9.184999999999999,173.934,-2406.045,230.83100000000002,328.74649999999997,-1620.5165000000002,118.4505,244.881,-1713.1025,895.7235000000001,-71.519,-1441.8805,1180.2265,692.442,-2028.774,907.4815000000001,320.9235,-1596.0729999999999,338.61400000000003,158.603,-2200.4695,304.08299999999997,-178.80149999999998,-1544.089,908.152,562.156,-2371.9345,939.7725,252.8475,-1877.635,1053.81,34.9985,1.0215,-15.6965,-15.078,-5.593,-16.862000000000002,2.628,6.352,9.212,2.628,-6.352,-9.212,-45.7995,5.367,-0.797,-46.444,13.337499999999999,2.3715,0.275,-0.16,1.317,-0.2955,-0.1815,0.9410000000000001,37.9755,-72.751,1.4009999999999998,-40.632,24.3645,2.6405
9.205,168.5895,-2366.8845,251.7795,328.6915,-1611.8505,118.2815,250.73950000000002,-1670.5535,898.3855,-70.1315,-1413.6219999999998,1169.9769999999999,694.988,-1977.5065,901.9475,321.558,-1569.5645,335.1785,147.8485,-2154.983,287.83,-175.728,-1523.266,901.245,567.809,-2321.6800000000003,931.6565,252.733,-1838.0149999999999,1054.4450000000002,34.521,2.8615,-15.1285,-13.182,-7.295,-17.463,2.9955,8.3865,7.4135,2.9955,-8.3865,-7.4135,-47.546,7.050000000000001,-3.928,-45.468,14.077,1.407,0.20450000000000002,-0.1895,1.3370000000000002,-0.3435,-0.14250000000000002,0.8485,100.189,-96.997,4.8865,3.218,13.3,-1.4020000000000001
9.225000000000001,163.8365,-2318.7375,273.802,328.582,-1605.8890000000001,118.988,257.374,-1629.3004999999998,902.7925,-69.812,-1388.3995,1155.2545,696.4175,-1920.374,898.271,321.4855,-1550.221,332.75649999999996,141.6975,-2106.3195,279.756,-173.382,-1509.9650000000001,891.665,575.909,-2267.0375,921.7475,252.7705,-1798.915,1056.04,33.601,4.686999999999999,-14.3515,-10.581,-9.043,-17.3905,3.505,9.9905,5.4795,3.505,-9.9905,-5.4795,-48.9955,7.394,-7.1899999999999995,-44.247,14.8245,0.9195,0.127,-0.1985,1.2615,-0.398,-0.097,0.725,175.527,-112.0875,5.5585,16.7165,3.9595000000000002,-2.6685
9.245000000000001,160.286,-2262.6245,294.6545,328.273,-1602.1995000000002,119.881,263.1095,-1589.4885,908.185,-70.3195,-1366.31,1136.903,696.7805,-1858.3600000000001,897.5575,320.7605,-1537.7485,331.2865,139.696,-2051.507,282.15999999999997,-171.55200000000002,-1503.3865,880.2265,585.4645,-2208.0874999999996,909.9695,253.04399999999998,-1760.56,1058.275,31.906,5.8629999999999995,-14.2005,-7.455,-10.5045,-16.6645,3.9715,10.831,3.7350000000000003,3.9715,-10.831,-3.7350000000000003,-49.771,6.9935,-9.3895,-43.269999999999996,15.439499999999999,0.624,0.07700000000000001,-0.192,1.103,-0.43,-0.0595,0.6185,256.015,-110.81,0.5984999999999999,9.2705,-2.3345,-2.8049999999999997
9.265,157.878,-2199.443,311.6805,327.95550000000003,-1600.2435,120.76599999999999,266.6055,-1551.212,913.9675,-71.618,-1347.6174999999998,1115.836,696.277,-1793.01,900.479,319.584,-1530.5835000000002,330.6645,139.6385,-1988.773,292.17449999999997,-170.231,-1503.129,868.2625,595.7055,-2144.9855,896.7925,253.4745,-1722.9850000000001,1061.31,29.6535,6.1295,-14.809999999999999,-3.8005,-11.472999999999999,-15.5715,4.224,10.892,2.5380000000000003,4.224,-10.892,-2.5380000000000003,-49.664500000000004,6.76,-10.508500000000002,-42.7065,15.711,0.46599999999999997,0.063,-0.1785,0.8999999999999999,-0.4315,-0.035,0.5640000000000001,314.21950000000004,-98.5545,-5.5525,-2.2395,-7.0885,-2.499
9.285,156.0465,-2130.1220000000003,322.36249999999995,327.882,-1599.3345,121.61,267.6205,-1514.4555,919.8455,-73.81899999999999,-1332.7375000000002,1093.152,695.1885,-1726.0880000000002,907.146,318.30600000000004,-1526.4969999999998,330.574,140.0005,-1918.5605,305.2605,-169.82299999999998,-1509.0085,857.616,605.616,-2078.0035,883.0405000000001,253.8535,-1686.1399999999999,1065.3899999999999,27.1705,5.807,-15.468499999999999,0.4145,-11.898499999999999,-14.406500000000001,4.1775,10.3795,2.0185,4.1775,-10.3795,-2.0185,-48.721000000000004,6.9510000000000005,-10.9475,-42.4855,15.558,0.43,0.066,-0.163,0.6955,-0.40449999999999997,-0.018,0.5645,327.197,-87.854,-7.8975,-11.367,-11.179,-1.3405
9.305,154.3925,-2055.7290000000003,325.19050000000004,328.185,-1598.9074999999998,122.4515,267.01250000000005,-1478.931,925.975,-76.9915,-1321.8764999999999,1070.0265,693.6975,-1659.0594999999998,917.2425000000001,317.318,-1523.6525000000001,330.7015,140.71949999999998,-1842.633,318.5235,-170.76749999999998,-1520.5005,850.1775,613.8565000000001,-2007.715,869.672,254.0585,-1649.92,1070.51,24.515,5.3655,-15.5415,4.99,-11.8555,-13.3665,3.887,9.525,1.9655,3.887,-9.525,-1.9655,-47.361000000000004,7.255000000000001,-10.939499999999999,-42.3835,15.088000000000001,0.5780000000000001,0.054,-0.1455,0.5225,-0.358,-0.0015,0.5954999999999999,302.3285,-79.701,-5.557,-13.5685,-15.168500000000002,1.267
9.325,152.8525,-1977.1005,319.95550000000003,328.7045,-1598.6395,123.3,266.036,-1444.0525,932.7045,-81.1215,-1314.8435,1047.5525,691.7405,-1592.6685,929.8725,316.7975,-1520.9740000000002,330.8565,142.10250000000002,-1763.1680000000001,331.0365,-173.1065,-1536.466,847.287,619.7065,-1934.8315,857.557,254.1655,-1614.175,1076.385,21.582,5.034,-14.9405,9.5655,-11.486,-12.5,3.5060000000000002,8.468499999999999,2.0175,3.5060000000000002,-8.468499999999999,-2.0175,-46.146,7.353,-10.593,-42.187,14.541,1.0605,0.013,-0.126,0.404,-0.303,0.017,0.628,252.6985,-69.83850000000001,-2.175,-9.935500000000001,-17.311999999999998,1.8410000000000002
